reference_number,determination_type,url,date
PA/12195/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12195-2018,5 Mar 2020
DA/01688/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01688-2014,6 Feb 2015
IA/18609/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-18609-2015,20 Mar 2017
PA/00403/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00403-2019,15 Aug 2019
IA/11552/2014 & ors,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-11552-2014-ors,7 Jul 2015
PA/10203/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10203-2019,9 Apr 2021
OA/06966/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-06966-2013,18 Dec 2014
AA/02854/2012 & Ors.,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-02854-2012-ors,3 May 2016
DA/00525/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00525-2013,27 Feb 2014
IA/05049/2014 & IA/05050/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-05049-2014-ia-05050-2014,6 Jun 2014
IA/09510/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-09510-2015,20 Jul 2016
HU/15133/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-15133-2018,22 Aug 2019
UI-2022-004419 & UI-2022-004421,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-004419-ui-2022-004421,1 Feb 2024
HU/04808/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-04808-2018,3 Dec 2018
PA/08538/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08538-2016,20 Mar 2018
OA/07727/2015,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-07727-2015,22 Jan 2018
AA/07199/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07199-2014,29 Feb 2016
UI-2024-004510,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-004510,29 Apr 2025
IA/35732/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-35732-2014,5 Oct 2016
HU/09313/2017 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09313-2017-ors,26 Nov 2018
IA/16315/2015 & IA/16320/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-16315-2015-ia-16320-2015,20 Feb 2017
HU/00794/2020,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-00794-2020,3 Aug 2021
HU/03971/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03971-2019,13 Jan 2020
PA/01385/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01385-2019,23 Jul 2019
IA/38795/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-38795-2014,27 Jul 2015
IA/31662/2014 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-31662-2014-ors,3 Mar 2016
UI-2023-004541,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-004541,24 Oct 2024
IA/23431/2015 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-23431-2015-ors,5 Jun 2017
HU/09249/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09249-2017,7 Dec 2018
PA/08507/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08507-2016,1 Sep 2017
EA/10865/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-10865-2021,24 Jan 2023
IA/23880/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-23880-2015,24 Oct 2017
AA027882013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa027882013,12 Aug 2013
EA/05041/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-05041-2016,13 Feb 2018
PA/00144/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00144-2017,8 Jan 2019
RP/00072/2018,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00072-2018,3 Jan 2020
PA/04121/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-04121-2018,21 May 2019
IA/14746/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-14746-2014,6 Nov 2014
PA/00951/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00951-2018,12 Sep 2018
AA/04299/2009,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04299-2009,22 Oct 2014
IA/00477/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00477-2015,10 Jun 2016
IA/22446/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-22446-2015,18 Oct 2017
IA/27680/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-27680-2015,11 May 2018
PA/00077/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00077-2019,27 Jun 2019
UI-2024-001084,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-001084,25 Jul 2024
IA/33931/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-33931-2014,24 Feb 2016
OA/04267/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-04267-2013,20 Jun 2014
HU/16421/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-16421-2017,20 May 2019
UI-2023-000253,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-000253,9 Oct 2023
HU/02754/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02754-2015,24 Jan 2018
HU/07363/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-07363-2019,13 Dec 2021
IA/37383/2014 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-37383-2014-ors,6 Jan 2016
[2013] UKUT 312,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2013-ukut-312,16 Jun 2013
PA/12470/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12470-2017,17 Jan 2019
IA/02792/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-02792-2015,28 Sep 2016
IA/16382/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-16382-2015,30 Aug 2018
HU/24785/2018 & HU/24786/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-24785-2018-hu-24786-2018,2 Nov 2020
[2013] UKUT 256,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2013-ukut-256,14 May 2013
PA/09554/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09554-2016,20 Nov 2017
IA/25564/2015 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-25564-2015-ors,10 Sep 2018
IA/38297/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-38297-2014,23 Jun 2015
IA/15929/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-15929-2015,23 Nov 2016
HU/09397/2015 & Others,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09397-2015-others,15 Feb 2018
IA/25473/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-25473-2013,23 May 2014
OA/11791/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-11791-2013,18 Jul 2014
PA/07177/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07177-2018,28 Aug 2019
[2004] UKIAT 246,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2004-ukiat-246,9 Sep 2004
[2001] UKIAT 10,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2001-ukiat-10,19 Dec 2001
HU/13520/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-13520-2018,2 Apr 2019
HU/03499/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03499-2015,12 Apr 2017
HU/00913/2021 & HU/00901/2021,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-00913-2021-hu-00901-2021,1 Dec 2022
UI-2024-000234,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-000234,20 Mar 2024
IA/16410/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-16410-2013,23 Dec 2013
PA/11937/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-11937-2016,15 Feb 2018
UI-2023-001328,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-001328,11 Mar 2024
RP/00166/2018,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00166-2018,2 Mar 2020
HU/12038/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-12038-2018,22 Nov 2019
UI-2023-002555,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-002555,3 Oct 2023
PA/02648/2017 & PA/02617/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02648-2017-pa-02617-2017,11 May 2018
UI-2022-003426,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-003426,15 Apr 2024
HU/08468/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-08468-2019,22 Oct 2020
IA/29332/2013 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-29332-2013-ors,20 Oct 2015
IA/17669/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-17669-2021,13 Mar 2023
UI-2022-006629,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-006629,5 Dec 2023
IA/39545/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-39545-2014,21 Dec 2015
EA/04107/2022,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-04107-2022,21 May 2023
HU/14709/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-14709-2017,12 Mar 2019
AA/08882/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-08882-2015,17 Aug 2016
IA/51101/2014 & IA/51103/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-51101-2014-ia-51103-2014,14 Apr 2016
PA/07050/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07050-2016,20 Jun 2017
OA/18116/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-18116-2013,22 Dec 2015
IA/24776/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-24776-2014,2 Dec 2014
AA/07851/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07851-2013,22 Dec 2014
IA/23581/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-23581-2014,7 Jan 2016
IA/30080/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-30080-2013,30 Jun 2014
HU/04567/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-04567-2015,16 Apr 2018
IA/26845/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-26845-2015,29 Dec 2016
HU/02816/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02816-2016,1 Nov 2017
AA/00914/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-00914-2015,29 Dec 2015
PA/10184/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10184-2017,8 Nov 2018
AA/07904/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07904-2015,26 Sep 2016
EA/09358/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-09358-2016,22 Jun 2018
AA/13404/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-13404-2015,9 Aug 2016
PA/03509/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03509-2015,11 Jul 2017
HU/05691/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-05691-2018,2 Aug 2019
AA/02963/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-02963-2014,17 Apr 2015
IA/03641/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-03641-2015,30 Mar 2016
PA/13061/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-13061-2018,17 Jun 2019
HU/04474/2020,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-04474-2020,6 Dec 2021
UI-2022-006210,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-006210,7 Aug 2023
IA/52592/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-52592-2013,11 Dec 2014
UI-2024-003604,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-003604,18 Nov 2024
AA/07915/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07915-2015,25 May 2016
IA/11044/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-11044-2014,9 Jun 2015
IA/31477/2014 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-31477-2014-ors,26 Nov 2015
IA/06935/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-06935-2013,3 Sep 2013
AA/00058/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-00058-2014,3 Jul 2014
DA/01349/2012,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01349-2012,16 Aug 2013
PA/07694/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07694-2016,3 Aug 2017
[2005] UKAIT 178,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2005-ukait-178,16 Dec 2005
IA/33037/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-33037-2013,28 Apr 2014
IA/27243/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-27243-2015,12 Jan 2018
PA/00462/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00462-2019,1 Jun 2021
UI-2022-005707 & UI-2022-005708,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-005707-ui-2022-005708,21 Aug 2023
HU/26891/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-26891-2016,1 Aug 2018
PA/02141/2018 & HU/11974/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02141-2018-hu-11974-2019,9 Mar 2022
[2011] UKUT 212,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2011-ukut-212,6 Jun 2011
PA/14117/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-14117-2016,27 Apr 2018
HU/13637/2019 & HU/13638/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-13637-2019-hu-13638-2019,15 Feb 2021
PA/11119/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-11119-2017,29 Nov 2018
DA/00711/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00711-2014,21 Apr 2015
HU/02008/2017 & HU/02014/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02008-2017-hu-02014-2017,15 Feb 2019
PA/08713/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08713-2018,6 Feb 2019
[2007] UKAIT 4,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2007-ukait-4,17 Jan 2007
IA/15324/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-15324-2014,19 Aug 2014
IA/05263/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-05263-2021,26 May 2023
EA/00452/2018,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-00452-2018,11 Feb 2019
DC/00038/2020,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/dc-00038-2020,24 Jan 2022
HU/07884/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-07884-2016,6 Feb 2018
IA/16640/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-16640-2015,17 May 2017
IA/32575/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-32575-2013,16 Sep 2014
PA/09934/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09934-2016,26 May 2017
EA/02190/2017,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-02190-2017,18 Sep 2018
PA/13467/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-13467-2018,20 May 2019
[2008] UKAIT 34,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2008-ukait-34,21 Apr 2008
PA/03240/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03240-2018,3 Dec 2018
UI-2023-000762,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-000762,21 Feb 2024
UI-2024-000156,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-000156,7 Mar 2024
DA/00259/2017,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00259-2017,29 Jan 2018
PA/12648/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12648-2018,9 Apr 2019
IA/39030/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-39030-2014,8 Dec 2016
PA/00061/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00061-2015,28 Oct 2016
HU/12217/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-12217-2017,19 Nov 2018
PA/01380/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01380-2016,12 Jul 2017
IA/00583/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00583-2021,25 May 2023
EA/01541/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-01541-2016,17 Sep 2018
IA/00052/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00052-2015,6 Nov 2015
IA/19517/2014 & ors,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-19517-2014-ors,15 Oct 2014
OA/20344/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-20344-2013,11 Feb 2015
[2004] UKIAT 235,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2004-ukiat-235,25 Aug 2004
IA/05060/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-05060-2015,24 Oct 2017
RP/00044/2016,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00044-2016,16 Feb 2017
PA/01131/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01131-2016,24 Feb 2017
AA/00866/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-00866-2015,25 Apr 2016
OA/01136/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-01136-2014,20 Jul 2015
HU/24735/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-24735-2018,23 Apr 2020
HU/19659/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-19659-2018,17 Sep 2019
PA/08540/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08540-2019,3 Feb 2021
[2015] UKUT 134,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2015-ukut-134,19 Feb 2015
[2019] UKUT 393,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2019-ukut-393,21 Oct 2019
UI-2022-002727,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-002727,4 Jun 2023
LP/00098/2020,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/lp-00098-2020,14 Jun 2021
HU/17017/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-17017-2016,13 Apr 2018
PA/05979/2017 & PA/05980/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-05979-2017-pa-05980-2017,2 May 2018
OA/09691/2012,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-09691-2012,26 Jun 2013
OA/07454/2015,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-07454-2015,21 Jul 2017
HU/25036/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-25036-2016,11 Oct 2018
UI-2022-005451,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-005451,10 Sep 2024
HU/26513/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-26513-2016,6 Dec 2019
EA/00032/2021 & Ors.,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-00032-2021-ors,28 Sep 2022
HU/02795/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02795-2018,10 May 2019
UI-2022-005186,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-005186,17 Jun 2023
HU/09393/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09393-2018,27 May 2021
DA/01142/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01142-2014,25 Mar 2015
PA/06686/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-06686-2019,11 Dec 2020
IA/01162/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-01162-2014,23 Dec 2014
AA/06783/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06783-2013,31 Jan 2014
HU/01485/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-01485-2016,17 Jan 2018
HU/19166/2018 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-19166-2018-ors,3 Jul 2019
PA/00086/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00086-2018,20 Aug 2018
PA/07652/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07652-2017,27 Feb 2019
UI-2024-001010,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-001010,26 Jun 2024
AA/04061/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04061-2013,24 Oct 2014
HU/10582/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-10582-2016,14 Jun 2017
DA/01415/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01415-2014,11 Feb 2016
EA/15385/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-15385-2021,28 Mar 2023
PA/10579/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10579-2019,2 Dec 2020
PA/03262/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03262-2019,9 Mar 2021
UI-2024-001128,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-001128,19 Nov 2024
PA/04815/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-04815-2016,11 Dec 2017
EA/00076/2017,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-00076-2017,7 Nov 2018
PA/11972/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-11972-2017,13 Sep 2018
EA/02762/2017,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-02762-2017,4 Apr 2018
PA/12160/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12160-2017,24 Apr 2018
PA/06426/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-06426-2017,11 Jan 2019
HU/01390/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-01390-2016,22 Feb 2018
DC/00036/2018,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/dc-00036-2018,29 May 2019
UI-2023-001368,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-001368,8 Sep 2023
HU/02451/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02451-2018,17 Oct 2018
DA/00614/2018,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00614-2018,6 Oct 2020
IA/41632/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-41632-2013,19 Jun 2014
VA/03079/2015,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-03079-2015,29 Jan 2018
HU/20519/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-20519-2019,18 Mar 2022
UI-2025-000680,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2025-000680,24 Apr 2025
DA/0072/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-0072-2013,25 Nov 2013
DA/00657/2012,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00657-2012,10 Jun 2013
IA/12325/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-12325-2014,27 Jan 2015
HU/08903/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-08903-2019,10 Nov 2020
IA/48898/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-48898-2014,9 Sep 2015
UI-2023-005086,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-005086,27 Feb 2024
HU/18870/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-18870-2019,3 Aug 2021
HU/06063/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-06063-2018,31 Jan 2019
IA/32270/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-32270-2014,11 Nov 2016
PA/03290/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03290-2018,17 Sep 2018
HU/23569/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-23569-2016,28 Aug 2018
IA/21945/2015 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-21945-2015-ors,3 Feb 2017
HU/04601/2016 & HU/02370/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-04601-2016-hu-02370-2016,30 Nov 2017
PA/00310/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00310-2018,2 Sep 2019
PA/14298/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-14298-2018,21 Jan 2020
AA/04665/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04665-2014,11 Nov 2014
PA/10923/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10923-2018,2 Aug 2019
PA/03094/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03094-2016,20 Jul 2017
DA/00395/2019,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00395-2019,21 Jun 2021
HU/23416/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-23416-2018,17 Jul 2019
PA/12485/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12485-2019,13 May 2021
HU/03133/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03133-2018,16 Apr 2019
IA/13311/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-13311-2013,16 Jan 2014
IA/11363/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-11363-2014,21 Apr 2015
HU/09268/2016 & HU/09260/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09268-2016-hu-09260-2016,29 Nov 2018
DA/00376/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00376-2013,14 Mar 2014
UI-2024-004334,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-004334,7 Oct 2024
UI-2023-002172,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-002172,18 Aug 2023
AA/11347/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11347-2014,16 Sep 2015
EA/01444/2020,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-01444-2020,18 Nov 2021
HU/02095/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02095-2018,21 May 2019
PA/02519/2020,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02519-2020,10 Dec 2020
HU/10217/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-10217-2016,23 Oct 2017
IA/24796/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-24796-2013,26 Jun 2014
OA/09993/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-09993-2014,14 Apr 2016
AA/08467/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-08467-2015,19 Feb 2021
