reference_number,determination_type,url,date
HU/08182/2020,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-08182-2020,20 Jun 2022
EA/01384/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-01384-2021,10 Jun 2022
AA/00002/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-00002-2015,24 Feb 2016
AA/00536/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-00536-2014,6 Nov 2014
PA/10479/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10479-2018,18 Sep 2019
IA/25811/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-25811-2014,18 Dec 2015
OA/19536/2013 & Ors.,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-19536-2013-ors,10 Jul 2015
EA/10707/2021 & EA/01920/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-10707-2021-ea-01920-2021,3 Apr 2023
PA/02672/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02672-2018,19 Nov 2018
PA/09194/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09194-2017,27 Dec 2018
HU/16115/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-16115-2016,4 Jul 2019
UI-2024-004529,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-004529,20 Feb 2025
IA/26569/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-26569-2015,25 Sep 2015
IA/11835/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-11835-2013,4 Feb 2014
PA/00658/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00658-2015,6 Jul 2016
EA/06474/2016 & EA/06477/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-06474-2016-ea-06477-2016,8 Dec 2017
PA/11582/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-11582-2017,20 Apr 2018
IA/28860/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-28860-2013,2 Sep 2014
HU/07763/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-07763-2018,28 Mar 2019
HU/25249/2016 & HU/25248/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-25249-2016-hu-25248-2016,12 Feb 2019
IA/43720/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-43720-2014,24 Mar 2016
IA/24767/2014 & IA/2768/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-24767-2014-ia-2768-2014,24 Jun 2015
IA/09103/2015 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-09103-2015-ors,10 Aug 2016
OA/17005/2012,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-17005-2012,18 Sep 2013
IA/12765/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-12765-2015,14 Nov 2016
PA/03117/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03117-2018,25 Oct 2018
HU/10558/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-10558-2019,14 Sep 2020
IA/20640/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-20640-2013,23 Apr 2014
UI-2022-006244,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-006244,21 Sep 2023
LP/00006/2022 & IA/06921/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/lp-00006-2022-ia-06921-2021,8 Feb 2023
PA/02718/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02718-2017,11 Dec 2017
[2007] UKAIT 15,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2007-ukait-15,12 Feb 2007
DA/00895/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00895-2014,1 Apr 2016
[2021] UKUT 237,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2021-ukut-237,8 Sep 2021
UI-2024-001279,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-001279,27 Jun 2024
PA/07086/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07086-2018,27 Apr 2022
IA/21429/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-21429-2014,4 Dec 2015
PA/00778/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00778-2017,11 Dec 2017
IA/00549/2015 & ors,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00549-2015-ors,22 Feb 2016
EA/08160/2017,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-08160-2017,7 Nov 2018
IA/23963/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-23963-2014,20 Jan 2016
PA/03743/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03743-2016-edf130df-deec-4195-9eae-b68f8a554886,16 Mar 2017
AA/08463/2012,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-08463-2012,28 Jun 2013
PA/12555/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12555-2016,2 May 2018
PA/01841/2020,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01841-2020,21 Jun 2021
AA/05575/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-05575-2015,27 May 2016
HU/08221/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-08221-2016,10 Apr 2017
AA/06031/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06031-2014,10 Feb 2015
PA/01538/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01538-2015,19 Oct 2016
IA/26898/2014 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-26898-2014-ors,4 Mar 2015
PA/04476/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-04476-2016,24 Nov 2016
AA/08422/2011,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-08422-2011,19 May 2016
AA/00515/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-00515-2014,21 Jul 2014
HU/10549/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-10549-2015,14 Mar 2017
IA/34766/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-34766-2014-41a90a50-0526-47ad-b91e-0ad83d9fef41,1 Aug 2016
IA/23437/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-23437-2014,11 Feb 2016
AA/04848/2012,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04848-2012,4 Jun 2013
IA/12620/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-12620-2014,22 Jul 2015
RP/00018/2021,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00018-2021,18 Jul 2022
HU/21603/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-21603-2016,20 Feb 2018
HU/15857/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-15857-2018,29 Apr 2020
UI-2022-005936,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-005936,13 Aug 2023
IA/01913/2020,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-01913-2020,23 Jun 2022
IA/10328/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-10328-2015,16 Dec 2016
PA/02843/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02843-2017,29 Jun 2018
AA/04983/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04983-2013,27 Dec 2013
DA/01324/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01324-2013,19 Nov 2014
IA/13766/2014 & ors,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-13766-2014-ors,30 Sep 2014
HU/10486/2015 & HU/10497/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-10486-2015-hu-10497-2015,3 Aug 2017
HU/05618/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-05618-2018,21 Oct 2019
JR/06176/2015,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-6176-2015,26 Apr 2017
IA/20748/2015 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-20748-2015-ors,10 Oct 2016
IA/33566/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-33566-2013,26 Aug 2014
RP/00151/2018,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00151-2018,22 May 2020
PA/03626/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03626-2015,18 Oct 2018
IA/27272/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-27272-2015,28 Feb 2017
IA/24570/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-24570-2013,13 May 2014
IA/48810/2013 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-48810-2013-ors,13 Nov 2014
VA/00516/2015,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-00516-2015,8 May 2017
IA/19162/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-19162-2014,27 Jul 2015
IA/34054/2015 & IA/34053/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-34054-2015-ia-34053-2015,24 Oct 2017
RP/00144/2016,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00144-2016,14 Jun 2018
IA/33863/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-33863-2015,27 Nov 2017
PA/07294/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07294-2017,7 Mar 2018
IA/23057/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-23057-2013,11 Apr 2014
HU/00598/2021,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-00598-2021,31 Mar 2022
EA/02211/2018 & EA/02562/2018,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-02211-2018-ea-02562-2018,3 May 2019
HU/09660/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09660-2019,28 Oct 2020
IA/49349/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-49349-2014,22 Sep 2015
HU/03011/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03011-2015,19 Jan 2018
PA/12491/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12491-2018,19 Mar 2019
HU/23273/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-23273-2016,19 Feb 2019
JR/16021/2015,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-16021-2015,7 Sep 2017
PA/04798/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-04798-2018,21 Aug 2018
IA/17702/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-17702-2014,19 Dec 2014
IA/44794/2014 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-44794-2014-ors,7 Sep 2015
IA/36469/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-36469-2014,1 May 2015
PA/05908/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-05908-2019,16 Sep 2020
UI-2022-002770 & UI-2022-002771,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-002770-ui-2022-002771,17 Jul 2023
HU/07730/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-07730-2016,14 Nov 2017
IA/06022/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-06022-2014,9 Dec 2014
PA/03300/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03300-2019,10 Sep 2019
IA/00269/2016,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00269-2016,31 Jan 2018
IA/19410/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-19410-2013,9 Sep 2014
AA/09746/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-09746-2015,12 Jun 2019
UI-2024-002304,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-002304,20 Sep 2024
IA/34778/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-34778-2013,7 Jan 2016
IA/29222/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-29222-2014,16 Feb 2015
HU/05732/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-05732-2015,12 Sep 2017
IA/22277/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-22277-2013,27 Jun 2014
PA/07619/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07619-2018,30 Nov 2018
[2010] UKUT 377,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2010-ukut-377,12 Oct 2010
PA/04774/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-04774-2019,11 Mar 2020
EA/09242/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-09242-2016,10 Apr 2018
AA/04102/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04102-2015,15 Jan 2016
HU/26518/2016 & HU/26521/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-26518-2016-hu-26521-2016,9 Apr 2018
PA/08380/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08380-2019,22 Jun 2021
AA/11834/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11834-2015,27 Jun 2017
AA/06120/2015 & AA/01645/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06120-2015-aa-01645-2015,24 May 2016
[2005] UKIAT 3,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2005-ukiat-3,17 Jan 2005
UI-2024-002576,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-002576,12 Sep 2024
EA/06992/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-06992-2021,16 May 2023
PA/01152/2020,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01152-2020,5 Mar 2021
UI-2023-002474,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-002474,24 Jan 2024
PA/10409/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10409-2016,13 Mar 2018
HU/15501/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-15501-2017,7 Jan 2019
UI-2024-002973,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-002973,11 Feb 2025
AA/12451/2010,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-12451-2010-c3630cd5-0b97-4610-9ca8-9f81e43a9cca,13 Jan 2014
AA/09613/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-09613-2014,28 May 2015
PA/10825/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10825-2018,22 Jan 2019
IA/07450/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-07450-2015,15 Feb 2016
IA/33540/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-33540-2015,12 Jul 2017
EA/03002/2017,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-03002-2017,11 Mar 2019
PA/05452/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-05452-2016,16 May 2018
IA/02660/2012,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-02660-2012,7 Jan 2014
UI-2023-004809,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-004809,14 Mar 2024
AA/12132/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-12132-2015,21 Dec 2016
IA/08270/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-08270-2021,21 Nov 2022
PA/14066/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-14066-2018,15 Jan 2020
PA/06313/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-06313-2016,8 Dec 2017
PA/08808/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08808-2017,22 May 2018
AA/05615/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-05615-2015,28 Jul 2016
JR/02323/2013,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-02323-2013,29 Jun 2017
HU/09530/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09530-2017,31 Oct 2018
IA/02129/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-02129-2014,12 Feb 2015
PA/10259/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10259-2019,21 Jun 2021
AA/01144/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-01144-2015,29 Dec 2015
IA/21297/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-21297-2015,27 Sep 2017
HU/01462/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-01462-2016,22 Mar 2017
HU/09928/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09928-2018,19 Aug 2019
AA/04282/2015 & AA/04288/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04282-2015-aa-04288-2015,24 Nov 2016
HU/22080/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-22080-2018,15 Oct 2021
DA/00126/2016,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00126-2016,20 Feb 2018
PA/01457/2016 & PA/04138/2020,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01457-2016-pa-04138-2020,25 Jan 2023
IA/27541/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-27541-2013,29 Dec 2014
HU/08652/2019 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-08652-2019-ors,17 Nov 2020
IA/10312/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-10312-2015,15 Jun 2016
IA/23416/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-23416-2014,24 Nov 2014
UI-2022-003747,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-003747,9 Aug 2023
IA/31207/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-31207-2015,6 Nov 2017
VA/07868/2014,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-07868-2014,30 Nov 2016
IA/17101/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-17101-2015,27 Jul 2016
OA/19519/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-19519-2013,17 Jul 2015
IA/35490/2014 & IA/35491/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-35490-2014-ia-35491-2014,26 Nov 2015
HU/19793/2016 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-19793-2016-ors,11 Feb 2019
HU/05107/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-05107-2015,22 Jun 2017
PA/09407/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09407-2017,8 Mar 2019
EA/00900/2018,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-00900-2018,18 Jan 2019
UI-2024-000873,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-000873,12 Jul 2024
HU/19743/2016 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-19743-2016-others,8 Nov 2018
UI-2024-005389,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-005389,4 Feb 2025
DA/02320/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-02320-2013,18 Aug 2015
IA/01444/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-01444-2021,23 Jan 2023
UI-2023-003395,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-003395,10 Oct 2023
[2005] UKAIT 143,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2005-ukait-143,12 Oct 2005
IA/47372/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-47372-2013,29 Jul 2014
IA/14708/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-14708-2015,14 Oct 2016
AA/05658/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-05658-2014,11 Jul 2016
RP/00094/2019,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00094-2019,24 Feb 2022
IA290172012,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia290172012,13 Aug 2013
IA/21637/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-21637-2014,1 Apr 2016
IA/22662/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-22662-2014,13 Aug 2015
PA/06727/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-06727-2016,15 Feb 2018
OA/00886/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-00886-2014,22 Sep 2015
IA/14647/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-14647-2014,21 Aug 2015
PA/01085/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01085-2016,4 Jan 2018
OA/08307/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-08307-2014,4 Dec 2015
HU/16807/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-16807-2018,4 Jul 2019
IA/37856/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-37856-2013,5 Jan 2015
AA/11061/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11061-2015,10 Oct 2016
DA/01307/2012,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01307-2012,16 Sep 2013
IA/23322/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-23322-2015,14 Dec 2016
IA/00595/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00595-2014,10 Nov 2014
PA/01389/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01389-2017,5 Jun 2018
[2006] UKAIT 81,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2006-ukait-81,17 Oct 2006
[2002] UKIAT 6429,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2002-ukiat-6429,7 Feb 2003
IA/02446/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-02446-2015,28 Oct 2016
EA/02431/2015,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-02431-2015,13 Sep 2017
PA/08783/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08783-2017,30 Jan 2018
HU/07791/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-07791-2016,22 Dec 2017
IA/00129/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00129-2014,8 Dec 2014
PA/03345/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03345-2015,5 Jul 2017
EA/05985/2017 & Ors.,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-05985-2017-ors,11 Dec 2018
HU/02991/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02991-2019,27 Apr 2020
HU/11532/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-11532-2015,13 Apr 2018
IA/28657/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-28657-2013,2 Jun 2014
UI-2024-004037,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-004037,4 Dec 2024
OA/18942/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-18942-2013,29 Apr 2015
VA/16287/2013,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-16287-2013,6 Jan 2015
EA/01305/2017 & DA/00159/2017,DA,https://tribunalsdecisions.service.gov.uk/utiac/ea-01305-2017-da-00159-2017,26 Sep 2019
IA/27404/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-27404-2014,30 Oct 2017
UI-2023-002815,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-002815,8 Jul 2024
HU/00561/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-00561-2015,20 Jul 2016
UI-2024-002559,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-002559,3 Jan 2025
PA/13852/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-13852-2018,13 Jan 2020
[2014] UKUT 419,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2014-ukut-419,5 Sep 2014
PA/08732/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08732-2019,10 Mar 2020
UI-2024-005028,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-005028,10 Apr 2025
IA/30707/2014 & IA/31206/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-30707-2014-ia-31206-2014,12 Aug 2016
DA/00590/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00590-2013,28 Jan 2014
IA/49490/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-49490-2013,5 Dec 2014
IA/48323/2013 & IA48330/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-48323-2013-ia48330-2013,27 Jun 2014
PA/08219/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08219-2019,2 Jun 2020
HU/00975/2021,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-00975-2021,7 Feb 2022
OA/08500/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-08500-2014,12 Jun 2015
HU/23051/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-23051-2016,9 Nov 2018
IA/04595/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-04595-2015,11 Aug 2016
